"CHART","CU_NAME","STREET","CITY","STATE","ZIP_CODE","CEO-MGR","PHONE","Assets","Loans","NetWorth","ShareGrowth","LoanGrowth","LnsAssets","InvAssets","Members","FullTime"
"1747","ARIZONA","PO Box 60070","Phoenix","AZ","85082","WESTAD, RONALD","6026831701",1270115148.00,546315789.00,6.41,-3.63,-23.07,43.01,50.51,171825.00,387.00
"62881","ARIZONA CENTRAL","PO Box 11650","Phoenix","AZ","85061","PEARSON, TODD","6022646421",395543330.00,197308643.00,7.74,-3.72,-13.58,49.88,41.74,54426.00,162.00
"61315","ARIZONA STATE","2355 W PINNACLE PEAK RD","PHOENIX","AZ","85027","DOSS, DAVE","6024524800",1295190455.00,845217776.00,8.89,2.76,-2.33,65.26,29.45,124216.00,374.00
"11680","BANNER","2702 N 3rd St Ste 4010","Phoenix","AZ","85004","SWANSON, ROGER","6022545291",56939947.00,21718345.00,9.76,-1.61,-17.13,38.14,59.55,10593.00,20.00
"18171","BASHAS' ASSOCIATES","735 E. Guadalupe Road","Tempe","AZ","85283","ROBERTS, BRENDA","4808310098",16128495.00,6666777.00,10.47,-4.87,-19.26,41.34,56.81,5081.00,9.00
"68502","CANYON STATE","3440 W. Deer Valley Road","Phoenix","AZ","85027","DUNHAM, STEPHEN","6235806000",128925082.00,70022142.00,9.80,-4.13,-19.20,54.31,39.42,18218.00,52.00
"60151","COCHISE","PO Box 1154","Willcox","AZ","85644","THOMPSON, SHELLEY","5203842822",23703537.00,15795006.00,14.08,.37,9.54,66.64,30.11,4075.00,10.00
"10335","COCONINO","2800 S Woodlands Village Blvd","Flagstaff","AZ","86001","HARRIS, JENNIFER","9289138100",49331486.00,22126616.00,9.24,7.96,-9.40,44.85,48.67,8103.00,18.00
"68421","CREDIT UNION WEST","PO Box 7600","Glendale","AZ","85312","MACGREGOR, ROBERT","6026313200",450068935.00,304565317.00,8.68,7.61,5.48,67.67,21.04,48087.00,165.00
"68498","DEER VALLEY","16215 N 28th Ave","Phoenix","AZ","85053","SCOTT, ROBERT","6023757300",205590526.00,78424397.00,6.87,-4.10,-30.05,38.15,47.32,16606.00,51.00
"20214","DESERT MEDICAL","3604 N Wells Fargo Ave, Suite A","Scottsdale","AZ","85251","WALTHER, CHARLES","4808824210",9741699.00,5564349.00,8.25,8.56,.23,57.12,41.74,2318.00,4.00
"3238","DESERT SCHOOLS","148 N 48TH ST","PHOENIX","AZ","85034","FRANK, SUSAN","6024337000",2903317097.00,1449110846.00,7.87,.39,-18.09,49.91,46.99,326401.00,961.00
"7715","EM","50 W Iron Ave","Mesa","AZ","85210-6103","CANDAL, PATTI","4806334435",5844948.00,3207468.00,26.14,9.93,4.18,54.88,44.52,1384.00,2.00
"68444","FIRST","25 S. ARIZONA PLACE, SUITE 111","CHANDLER","AZ","85225","CURTIS, JAY","4808312645",397442813.00,179628185.00,7.08,-3.89,-20.34,45.20,47.13,43819.00,158.00
"64412","FIRST AMERICAN","PO Box 10099","Casa Grande","AZ","85130","WALKER, ANTHONY","8007599442",84203767.00,43272400.00,8.90,11.94,-9.42,51.39,41.50,19381.00,33.00
"65170","FIRST CORPORATE","2 N. CENTRAL AVE. STE. 1000","PHOENIX","AZ","85004","GREG HARDIN","6023222462",787665200.00,2600000.00,6.26,-22.55,20930.07,.33,98.56,48.00,22.00
"7531","HUGHES","PO Box 11900","Tucson","AZ","85734","SWICK, ROBERT","5207948341",559293830.00,414413728.00,9.78,9.67,41.22,74.10,20.92,62811.00,159.00
"61451","JACL","5414 W. Glenn Drive","Glendale","AZ","85301","HIDRU, ELSA","6239311985",839617.00,160085.00,19.00,-18.39,-38.63,19.07,79.98,190.00,.00
"9469","MARISOL","PO Box 20525","Phoenix","AZ","85036","ROMANO, ROBIN","6022526831",29572164.00,15143855.00,8.60,3.44,.13,51.21,41.62,7283.00,20.00
"12000","MOHAVE COMMUNITY","2809 Stockton Hill Rd.","Kingman","AZ","86401","RILEY, ANNE","9287538000",22598077.00,13452240.00,6.62,3.24,-2.30,59.53,34.07,5395.00,10.00
"7316","PIMA","3730 N STONE AVE","TUCSON","AZ","85705-3204","TARWASOKONO, NATHANAEL","5208875010",357490511.00,137629807.00,10.50,2.37,6.41,38.50,55.12,51282.00,142.00
"9099","PINAL COUNTY","1000 E Florence Blvd","Casa Grande","AZ","85122","WILCOX, ALICE","8002214179",94243055.00,61957435.00,6.92,9.61,-11.06,65.74,26.61,17898.00,63.00
"2460","PRESCOTT","PO Box 9051","Prescott","AZ","86313","WALLIS, KATHLEEN","9284457970",5970301.00,3554894.00,14.40,6.11,-2.01,59.54,30.04,1327.00,4.00
"24826","PYRAMID","PO Box 12100","Tucson","AZ","85732 - 2100","LANCASTER, RAYMOND","5207215099",81665573.00,48964887.00,10.47,6.53,4.28,59.96,31.43,8771.00,31.00
"9951","RAY","PO Box 1089","Kearny","AZ","85137","PERLMAN, ADAM","5203637727",5185822.00,2314405.00,17.92,5.15,6.06,44.63,45.63,1486.00,4.00
"60651","SAN TAN","78 West Ray Road, Suite One","Chandler","AZ","85225","AUVIL, JUDY","4809635661",9362491.00,3440943.00,9.48,-.25,-21.22,36.75,48.82,1749.00,4.00
"9111","SHAMROCK FOODS","2926 W Encanto Blvd","Phoenix","AZ","85009","PARRISH, SHELLY","6024776429",4313968.00,3086743.00,8.50,-1.99,9.93,71.55,21.15,1307.00,4.00
"16190","SNOWFLAKE MILLS","216 S Main St","Snowflake","AZ","85937","PERKINS, DEBRA","9285367484",11849251.00,7685142.00,10.93,6.60,-9.87,64.86,31.39,2215.00,6.00
"9897","SOUTHEASTERN ARIZONA","PO Box 1059","Douglas","AZ","85608","MOLINA, GAIL","5203648401",25551274.00,12792367.00,13.99,2.26,-14.11,50.07,40.95,5553.00,13.00
"63304","SOUTHERN ARIZONA COMMUNICATIONS","P.O. BOX 26887","TUCSON","AZ","85726","CARLTON, ELAINE","5205734436",1147902.00,768324.00,7.50,-11.91,-11.43,66.93,26.94,400.00,2.00
"64051","SOUTHWEST HEALTH CARE","1640 W Thomas Rd","Phoenix","AZ","85015","MILLER, COLLEEN","6022747592",15883621.00,7390927.00,10.13,2.42,-7.37,46.53,43.33,2355.00,6.00
"2226","SUNWEST","11839 N 28th Drive","Phoenix","AZ","85029","SYNOWIECKI, WALTER","6028661100",247865547.00,147272893.00,15.33,1.86,2.27,59.42,37.32,37047.00,97.00
"62937","TEMPE SCHOOLS","2800 S Mill Avenue","Tempe","AZ","85282","HUNNICUTT, MARGARET","4809679475",129537137.00,79371877.00,6.79,-4.97,-7.43,61.27,32.69,18516.00,58.00
"11075","TOMBSTONE","PO Box 305","Tombstone","AZ","85638","LIGHTNER, CLELL","5204573551",10671484.00,9280474.00,2.92,-8.46,-3.16,86.97,1.13,2343.00,7.00
"63832","TRUWEST","P.O.Box 3489","Scottsdale","AZ","85271","DESMOND, DANIEL","4804415900",768817535.00,429643274.00,9.49,2.23,-10.49,55.88,40.22,56664.00,186.00
"2157","TUCSON","PO BOX 42435","TUCSON","AZ","85733 - 2435","STANSBERRY, SUSAN","5207958520",317549267.00,177041467.00,8.18,7.64,-6.21,55.75,39.48,45786.00,132.00
"21890","TUCSON HEALTHCARE AFFILIATES","5280 E. Grant Rd.","Tucson","AZ","85712","CELAYA, CHRISTINA","5203245105",15442850.00,8233679.00,5.44,7.50,-12.76,53.32,43.83,3396.00,6.00
"66116","TUCSON OLD PUEBLO","PO Box 27026","Tucson","AZ","85726","MIRACHI, JOSEPH","5208816262",133368971.00,76744012.00,7.34,4.58,-16.01,57.54,37.29,13020.00,59.00
"2458","TUCSON TELCO","P.O. BOX 40160","TUCSON","AZ","85717 - 0160","DOLAN, PAULA","5207951626",29469509.00,15842983.00,14.11,-2.02,-2.82,53.76,44.25,3713.00,10.00
"15847","U-HAUL","79 E Roanoke Ave","Phoenix","AZ","85004","HAMPTON, JR., RUSSELL","6022636655",4361487.00,2960868.00,8.38,11.43,18.50,67.89,28.68,2664.00,3.00
"68558","VANTAGE WEST","2480 N. Arcadia Avenue","Tucson","AZ","85712","RAMIREZ, ROBERT","5202987882",1115685909.00,864272730.00,11.90,2.32,2.70,77.47,16.53,111662.00,367.00
"63627","WINSLOW SANTA FE","1021 Williamson Ave","Winslow","AZ","86047","ROMERO, SUSAN","9282892962",11069910.00,4379755.00,11.30,11.16,.46,39.56,56.30,1961.00,4.00
"11459","WINSLOW SCHOOL EMPLOYEES","1520 W Third Street","Winslow","AZ","86047","CARAWAY, SHELLEY","9282891968",4027096.00,1837771.00,14.57,-3.80,-4.54,45.64,52.47,543.00,2.00
"11913","ALCOA COMMUNITY","P O Box 1269","Benton","AR","72018 - 1269","PAYNE, MICHELLE","5013155626",40816220.00,25573229.00,13.39,8.14,-5.94,62.65,28.29,6080.00,12.00
"10920","ARKANSAS","P.O. Box 9","Jacksonville","AR","72078","BIERNACKI, JR., WALTER","5019821000",837739463.00,617791205.00,9.51,3.85,4.06,73.75,19.59,87118.00,253.00
"7700","ARKANSAS AM & N COLLEGE","1200 UNIVERSITY DR, MAIL SLOT 4963","PINE BLUFF","AR","71601","MATLOCK, CALVIN","8705341990",2273151.00,1366811.00,10.16,11.02,.80,60.13,38.62,947.00,2.00
"13737","ARKANSAS BEST","PO BOX 17020","Fort Smith","AR","72917","MEARES, NORMA","4796492060",104621520.00,59307723.00,14.05,5.35,-3.96,56.69,41.26,15280.00,24.00
"24441","ARKANSAS DEMOCRAT - GAZETTE","123 E Capitol Avenue","Little Rock","AR","72201","TAYLOR, WILLIAM","5013783421",5263047.00,2956705.00,17.80,18.64,18.53,56.18,42.68,693.00,1.00
"23170","ARKANSAS EDUCATION ASSOCIATION","1500 W 4TH ST","LITTLE ROCK","AR","72201","HARRIS, LACRETICA","5013753792",6147443.00,4088798.00,14.02,5.07,-.56,66.51,31.53,2707.00,4.00
"23956","ARKANSAS EMPLOYEES","306 SOUTH CROSS STREET","LITTLE ROCK","AR","72201","CATES, DONNA","5013748346",36503967.00,25723873.00,9.16,-2.82,-15.08,70.47,25.34,6251.00,11.00
"24439","ARKANSAS FARM BUREAU","PO Box 31","Little Rock","AR","72203","SPRADLIN, RITA","5012281504",9884906.00,4268316.00,15.08,2.12,-13.42,43.18,55.98,773.00,2.00
"8987","ARKANSAS HEALTH CENTER","6701 HIGHWAY 67","BENTON","AR","72015","THOMASON, DONNA","5018600594",7874378.00,3011856.00,8.09,.77,-6.68,38.25,60.38,1551.00,3.00
"17849","ARKANSAS KRAFT EMPLOYES","338 Highway 113","Morrilton","AR","72110","NOBLE, SUE","5013548765",4119010.00,1957078.00,19.19,-12.83,5.52,47.51,51.79,598.00,1.00
"11685","ARKANSAS SUPERIOR","P.O. BOX 479","WARREN","AR","71671","ASHCRAFT, DWAYNE","8702263534",60829451.00,42782841.00,14.61,.14,5.88,70.33,24.75,9946.00,17.00
"24433","ARKANSAS TEACHERS","P. O. Box 2518","LIttle Rock","AR","72203","HANCOCK, E","5013759250",1082912.00,809839.00,24.44,14.34,7.65,74.78,23.31,516.00,2.00
"24144","ARLINGTON HOTEL","PO BOX 5652","HOT SPRINGS","AR","71902","WITHROW, TAWNYA","5016092540",302373.00,226616.00,19.17,-3.02,-5.99,74.95,25.73,150.00,.00
"12813","BAPTIST HEALTH","9000 Kanis Rd","Little Rock","AR","72205","THRELKELD, BOBBIE","5012022373",24395792.00,16172497.00,14.60,8.20,4.94,66.29,25.50,6948.00,9.00
"18474","COMBINED","203 NASH ST","HOT SPRINGS","AR","71913","BELANGER, N","5016237004",6860367.00,5095207.00,15.19,-13.92,3.92,74.27,17.45,2441.00,6.00
"24431","COOPERATIVE EXTENSION SERVICE","2301 S. UNIVERSITY AVENUE","LITTLE ROCK","AR","72204","WIEDOWER, KIMBERLY","5016712037",4791989.00,2676306.00,24.91,9.37,-10.05,55.85,42.70,1269.00,1.00
"3090","DEMOCRAT P & L","6401 LINDSEY RD.","LITTLE ROCK","AR","72206","HARDEN, DIANE","5013755873",2053834.00,1082888.00,14.52,-1.85,-10.80,52.73,46.18,317.00,.00
"13762","DIAMOND LAKES","P O Box 1080","Malvern","AR","72104","EDIE, DEE","5013326530",57747796.00,35389542.00,10.93,-2.51,.03,61.28,30.38,10800.00,27.00
"21268","DILLARD'S","PO BOX 3335","LITTLE ROCK","AR","72203","BROOKS, TAMMY","5013402300",28497889.00,14748622.00,11.22,1.33,-22.75,51.75,45.47,7818.00,10.00
"23361","ELECTRIC COOPERATIVES","P.O. BOX 194208","LITTLE ROCK","AR","72219","CAMPBELL, WINDY","5015702396",10360128.00,7260814.00,9.16,16.16,4.35,70.08,27.78,2353.00,4.00
"24440","ENGINEERS","PO BOX 867","little rock","AR","72203","EPPERSON, CHERYL","5013245538",3545468.00,1532730.00,9.08,-.96,-8.70,43.23,55.96,424.00,1.00
"12305","FAIRFIELD","P. O. BOX 5700","PINE BLUFF","AR","71611","MCFALLS, ALAN","8705366665",78834859.00,47961193.00,22.23,3.59,4.09,60.84,34.96,9263.00,26.00
"24430","FORT ROOTS","P.O. Box 733","North Little Ro","AR","72115","FLATT, CATHY","5013724654",3698225.00,2120826.00,17.23,-2.25,-7.30,57.35,39.04,1174.00,3.00
"6134","FORT SMITH DIXIE CUP","4411 MIDLAND BLVD","FORT SMITH","AR","72904","NEWTON, VICKI","4797823133",12817182.00,4446601.00,22.19,-7.49,-8.84,34.69,63.22,1253.00,2.00
"17163","FORT SMITH MUNICIPAL EMP","520C NORTH GREENWOOD","FORT SMITH","AR","72901","FOSTER, DON","4797830001",3190412.00,1204478.00,7.58,36.15,-8.69,37.75,61.64,547.00,1.00
"1248","FORT SMITH TEACHERS","P. O. Box 3606","Fort Smith","AR","72913 - 3606","SMALL, DORIS","4797830611",10510715.00,3089630.00,20.76,10.56,-9.18,29.40,64.01,1623.00,3.00
"18814","GARLAND COUNTY EDUCATORS","190 Aviation Plaza, Suite E","Hot Springs","AR","71913","NICHOLS, CHERYL","5016239230",3282539.00,2436120.00,9.76,3.14,-.82,74.21,24.72,787.00,2.00
"20114","HENDERSON STATE UNIVERSITY","P.O. Box 7691","Arkadelphia","AR","71999","HEARNSBERGER, SHARON","8702305279",8459824.00,6495975.00,9.74,11.96,12.41,76.79,22.42,1222.00,3.00
"11786","HURRICANE CREEK","P O BOX 417","BENTON","AR","72018","CYPERT, DONALD","5013153162",24014566.00,15330773.00,12.26,3.87,2.08,63.84,29.54,3820.00,8.00
"6725","L R F D","8615 CHICOT ROAD","LITTLE ROCK","AR","72209","GUNTHER, PAUL","5015681001",9114962.00,4921675.00,15.73,13.30,1.04,54.00,45.46,678.00,2.00
"24437","LION","PO Box 10580","El Dorado","AR","71730","DUGAL, AMY","8708634335",11029890.00,4823571.00,16.42,1.17,8.93,43.73,50.51,2307.00,5.00
"24197","MIL-WAY","2000 ARKANSAS BLVD","TEXARKANA","AR","71854","BROWN, ALLEN","8707720661",104929088.00,56002891.00,9.58,10.47,3.37,53.37,41.70,10178.00,30.00
"8620","MILLER COUNTY TEACHERS","200 E Martin Luther King Jr Blvd","Texarkana","AR","71854","KIRVIN, RENA","8707736226",3173054.00,1352472.00,13.09,-3.05,-2.57,42.62,55.08,1652.00,2.00
"24432","NATURAL STATE","PO BOX 422","SEARCY","AR","72145","PREJEAN, LAURA","5012689301",5559240.00,3518683.00,14.52,-2.82,1.39,63.29,31.92,1696.00,3.00
"24434","NORTH LITTLE ROCK EDUCATORS","P.O. Box 687","North Little Ro","AR","72115","KING, LETITIA","5017718074",1293598.00,294941.00,16.73,.10,-20.41,22.80,71.94,524.00,.00
"12808","NORTHEAST ARKANSAS","PO BOX 467","BLYTHEVILLE","AR","72316 - 0467","PURTEE, STEVE","8707631111",92898817.00,66390835.00,7.71,5.42,14.79,71.47,21.24,20757.00,41.00
"195","NORTHWEST ARKANSAS","1460 N. WOOLSEY AVE","FAYETTEVILLE","AR","72703","WHITTED, BECKY","4794434401",11868702.00,8046319.00,7.38,.60,-.10,67.79,28.69,3789.00,5.00
"12527","OUACHITA VALLEY HEALTH SYSTEM","P. O. Box 797","Camden","AR","71711","MOORE, LINDA","8708361405",432969.00,172582.00,25.14,-10.53,28.08,39.86,60.28,205.00,.00
"13218","PARIS","PO Box 143","Paris","AR","72855","JACKSON, JAIME","4799636838",1001438.00,220531.00,11.44,-8.48,-24.53,22.02,77.05,279.00,.00
"11902","PATTERSON","124 WP Malone Dr","Arkadelphia","AR","71923","KARBER, BRENDA","8702468005",13850890.00,10391058.00,8.74,11.34,14.09,75.02,12.58,2251.00,5.00
"11045","PBA","10020 Kabrich Circle, Building 16-4","Pine Bluff","AR","71602 - 9500","DOCKERY, BETTY","8705352441",10961951.00,4835239.00,29.89,5.59,-5.43,44.11,53.04,1360.00,4.00
"12601","PINE","5100 JEFFERSON PARKWAY","PINE BLUFF","AR","71602","GATLIN, DEBBIE","8702475100",31391794.00,21698027.00,23.08,7.14,2.86,69.12,28.49,4715.00,11.00
"1245","PINE BLUFF COTTON BELT","1703 RIVER PINES BLVD","PINE BLUFF","AR","71601","JAMES, GREG","8705356365",61082879.00,36825034.00,13.00,7.60,6.97,60.29,35.90,6302.00,15.00
"24423","PINE BLUFF POSTAL","PO BOX 924","PINE BLUFF","AR","71611","YOUNG, TIM","8705342447",705126.00,478804.00,25.80,5.81,-11.92,67.90,32.10,152.00,2.00
"18353","PRIORITY","PO Box 10969","Russellville","AR","72812 - 0969","HOPKINS, CANDI","4798906203",7636816.00,5420001.00,8.61,.98,7.27,70.97,19.00,1983.00,4.00
"24293","RHEEM ARKANSAS","4301 REGIONS PARK DRIVE, SUITE 5A","FORT SMITH","AR","72916","CROSSLIN, NANETTE","4792422771",5002863.00,4013962.00,16.30,18.17,6.08,80.23,15.64,1126.00,3.00
"24257","RIVER TOWN","PO BOX 305","FORT SMITH","AR","72902","SPIVEY, SUZIE","4797845600",14084150.00,8017013.00,11.33,-5.17,-.55,56.92,30.97,3368.00,8.00
"8812","RIVER VALLEY COMMUNITY","340 Cash Road S.W.","Camden","AR","71701 - 3705","PASSAFIUME, TAMMY","8708364400",37832110.00,26304413.00,13.67,7.44,-.43,69.53,18.98,5039.00,17.00
"23327","SOUTHERN GAS","PO BOX 2600","LITTLE ROCK","AR","72203","GIBSON, MARY","5013742036",6326639.00,3267696.00,24.53,13.21,7.39,51.65,46.45,809.00,2.00
"19798","ST. EDWARD MERCY HOSPITAL","PO BOX 17000","FORT SMITH","AR","72917","TATE, JEANNE","4793146095",3070209.00,1675899.00,13.61,11.85,2.19,54.59,43.13,977.00,2.00
"5922","SUBIACO","P.O. Box 84","Subiaco","AR","72865","SCHLUTERMAN, KATHY","4799344201",26700731.00,15666975.00,12.38,5.08,-3.90,58.68,36.33,2762.00,7.00
"24202","TELCOE","PO BOX 34200","LITTLE ROCK","AR","72203","MOSLEY, SARAH","5013755321",296059327.00,78544550.00,19.03,8.74,-1.34,26.53,70.59,25302.00,30.00
"11678","TIMBERLINE","PO Box 929","Crossett","AR","71635 - 0929","JACOBS, MATT","8703043200",81046753.00,33273839.00,19.51,-5.24,-7.60,41.06,50.02,9130.00,31.00
"24390","TRUSERVICE COMMUNITY","P. O. Box 25636","Little Rock","AR","72221","JEFFERY, LINDA","5012253636",36500008.00,26420467.00,7.93,2.57,-5.71,72.38,18.15,5814.00,15.00
"24435","U.P. EMPLOYEES","1000 WEST 4TH STREET","NORTH LITTLE RO","AR","72114","WOEPPEL, PAULA","5013732290",4106233.00,2685548.00,24.16,.53,-2.28,65.40,33.05,1145.00,3.00
"16946","UARK","P. O. BOX 1643","FAYETTEVILLE","AR","72702","WILLIAMS, GINA","4795211199",42607767.00,27672476.00,9.27,8.05,-3.43,64.95,31.12,9640.00,15.00
"24422","UNION PACIFIC OF ARKANSAS","PO Box 736","North Little Ro","AR","72115","STANTON, LINDA","5013732190",22052097.00,13418779.00,17.07,13.12,1.07,60.85,35.00,2971.00,9.00
"23952","UNITED ARKANSAS","8405 INTERSTATE 30","LITTLE ROCK","AR","72209","WEINSINGER, JOE","5015658500",27138413.00,11410148.00,14.36,-2.40,1.34,42.04,52.43,7374.00,12.00
"18343","USEM MENA","500 Morrow St N","Mena","AR","71953","LAWRY, REGINA","4793948719",2338384.00,1276004.00,12.25,20.03,3.52,54.57,44.67,503.00,.00
"24429","VA HOSPITAL","4300 w 7th street","little rock","AR","72205","BUJARSKI, GEORGE","5016611938",8452211.00,6511415.00,10.58,1.17,1.64,77.04,18.22,3245.00,4.00
"23880","VILLAGE PEOPLES","P.O. BOX 8316","HOT SPRINGS VIL","AR","71910 - 8316","MAYHOOD, LINDA","5019221020",1677604.00,463671.00,16.19,23.61,-36.48,27.64,71.30,300.00,2.00
"24428","WHITE COUNTY","508 West Beebe Capps","Searcy","AR","72143","WOOD, SANDY","5012683122",11974929.00,9278631.00,7.58,-1.61,22.62,77.48,19.47,2527.00,7.00
"63958","1ST UNITED SERVICES","P.O. Box 11746","Pleasanton","CA","94588 - 1746","QUINT, VICTOR","8006490193",795239260.00,422195984.00,9.28,.50,-6.59,53.09,44.54,46332.00,112.00
"68027","1ST VALLEY","401 W 2nd St","San Bernardino","CA","92401 - 1525","STOCKDALE, GREGG","9098890838",33822343.00,12197444.00,11.44,1.95,-12.90,36.06,58.80,3722.00,13.00
"16954","20TH CENTURY FOX","1901 Ave of the Stars, Suite 120","Los Angeles","CA","90067","TUCKER, DAN","3104322344",45556743.00,23767972.00,7.53,5.57,-7.65,52.17,42.79,5620.00,12.00
"16045","49'ER","P.O. Box 1147","Placerville","CA","95667","HINZ, JUDITH","5306215878",44456445.00,18667448.00,14.83,.66,-8.28,41.99,55.66,4127.00,5.00
"1500","A M","101 W Walnut St","Gardena","CA","90248","COLEMAN, CINDY","3106382934",20126977.00,12275495.00,7.45,1.36,-.09,60.99,35.95,5019.00,7.00
"14723","AEROSPACE","PO Box 90735","Los Angeles","CA","90009","THOMAS, MARVIN","3103365030",339710409.00,41094355.00,9.05,4.93,-.85,12.10,82.50,10718.00,21.00
"15317","AFTRA-SAG","PO Box 11419","Burbank","CA","91510","RUNYAN, ROGER","8185623400",202045931.00,89130144.00,7.66,3.95,-8.43,44.11,51.22,26894.00,54.00
"11917","AIRCO","6265 San Fernando RD","Glendale","CA","91201","ALANIS, RACHEL","8182446571",12924210.00,2522427.00,8.66,-20.54,-18.46,19.52,78.81,1175.00,3.00
"60831","ALAMEDA","2250 S Shore Ctr Ste C","Alameda","CA","94501-8027","WINSTEAD, DONALD","5105231514",36060092.00,12467490.00,6.62,.84,-10.36,34.57,58.73,3481.00,9.00
"13057","ALL VALLEY","P.O. Box  888","Lancaster","CA","93584","LEW, LOURDES","6619455805",95052364.00,67966647.00,5.16,15.67,6.42,71.50,20.68,14701.00,37.00
"68441","ALLIANCE","3315 Almaden Expressway Ste 55","San Jose","CA","95118","LEWIS, EILEEN","4082657322",345715161.00,232871419.00,7.28,-.41,6.37,67.36,27.73,39156.00,108.00
"11005","ALLIED HEALTHCARE","455 Old Newport Blvd.  Suite 100","Newport Beach","CA","92663","BALDWIN, CHARLES","9496313375",65422411.00,43486019.00,6.67,-2.18,-19.18,66.47,32.43,7401.00,16.00
"60356","ALLIED TRADES","PO Box 207011","Stockton","CA","95267","MICHAEL, FRANK","2092359119",21169074.00,6179941.00,14.14,15.40,27.13,29.19,63.57,2669.00,4.00
"64531","ALTA VISTA","PO BOX 10847","SAN BERNARDINO","CA","92423","PALOCHIK JR., LAWRENCE","9098093838",142166703.00,44631443.00,7.58,1.06,-25.38,31.39,51.18,12871.00,39.00
"5612","ALTAONE","PO BOX 1209","RIDGECREST","CA","93556","BOLAND, ROBERT","7603717000",538974913.00,416858317.00,8.38,2.21,-.77,77.34,17.65,48139.00,147.00
"62799","ALTURA","2847 Campus Parkway","Riverside","CA","92507","HAWKINS, MARK","8772588721",642973038.00,442751776.00,7.83,-12.80,-19.45,68.86,26.77,95990.00,193.00
"68062","AMERICA'S CHRISTIAN","PO Box 5100","Glendora","CA","91740 - 0808","THOMPSON, MENDELL","8003436328",250236694.00,194387191.00,8.86,-1.46,-8.16,77.68,8.53,30569.00,81.00
"10398","AMERICAN","PO Box 7278","Mission Hills","CA","91346 - 7278","GOBBLE, RON","8183656947",16565044.00,11559761.00,18.96,-5.08,-7.55,69.78,29.15,3075.00,6.00
"68485","AMERICAN FIRST","700 N. Harbor Blvd","La Habra","CA","90631","EASLEY, PAMELLA","8002901112",513595276.00,311229406.00,7.00,-7.42,-15.27,60.60,33.05,53161.00,123.00
"15449","ANGELUS CAN EMPLOYEES","PO Box 58367","Los Angeles","CA","90058 - 0367","STEVENS, JOANN","3235810008",1650295.00,841903.00,18.32,-5.39,1.94,51.02,48.02,309.00,1.00
"13261","ANTIOCH COMMUNITY","301 G St","Antioch","CA","94509-1254","TELLEZ, ANNA","9257571320",24273479.00,14779745.00,8.43,.83,-8.25,60.89,37.59,1888.00,6.00
"13048","ARCADIA CITY","45 EAST HUNTINGTON DRIVE","ARCADIA","CA","91006","DURAN, SYLVIA","6264470626",5597877.00,2336450.00,6.50,-5.38,-10.43,41.74,55.60,867.00,2.00
"60700","ARROWHEAD CENTRAL","PO Box 735, Mail Code #086","San Bernardino","CA","92402 - 0735","WOINAROWICZ, DARIN","9093796500",660101997.00,455532361.00,7.29,-6.83,-17.25,69.01,29.86,119139.00,197.00
"63630","ATCHISON VILLAGE","279 Curry St, c/o Collins and Curry","Richmond","CA","94801","BLACKSTOCK, NANCY","5102333218",6671119.00,3387031.00,12.42,-.95,-14.36,50.77,50.52,1160.00,3.00
"21052","ATD","6830 VIA DEL ORO STE 205","SAN JOSE","CA","95119","SHERMAN, SHELLY","4083654753",16938965.00,2351218.00,19.46,-2.57,-20.22,13.88,86.10,1115.00,3.00
"21872","AUTO CLUB","18327 GRIDLEY ROAD #F","CERRITOS","CA","90703","MORENO, ROBERT","5629241843",25821250.00,12676961.00,7.78,-1.27,1.03,49.10,50.00,5481.00,6.00
